1,-204,0.0365,-0.00326 ,-0.064,-3.7,0.170666667
2,-204,0.03675,-0.00326 ,0,0,
3,-202,0.037,-0.00323 ,0.128,7.3,
4,-198,0.03725,-0.00317 ,0.256,14.4,
5,-191,0.0375,-0.00306 ,0.448,24.1,
6,-187,0.03775,-0.00299 ,0.256,14.4,
1,-188,0.038,-0.00301 ,-0.064,-3.7,-0.181333333
2,-188,0.03825,-0.00301 ,0,0,
3,-192,0.0385,-0.00307 ,-0.256,-14.4,
4,-195,0.03875,-0.00312 ,-0.192,-10.9,
5,-199,0.039,-0.00318 ,-0.256,-14.4,
6,-202,0.03925,-0.00323 ,-0.192,-10.9,
1,-205,0.0395,-0.00328 ,-0.192,-10.9,0
2,-207,0.03975,-0.00331 ,-0.128,-7.3,
3,-209,0.04,-0.00334 ,-0.128,-7.3,
4,-210,0.04025,-0.00336 ,-0.064,-3.7,
5,-211,0.0405,-0.00338 ,-0.064,-3.7,
6,-209,0.04075,-0.00334 ,0.128,7.3,
1,-205,0.041,-0.00328 ,0.256,14.4,0.042666667
2,-205,0.04125,-0.00328 ,0,0,
3,-205,0.0415,-0.00328 ,0,0,
4,-203,0.04175,-0.00325 ,0.128,7.3,
5,-202,0.042,-0.00323 ,0.064,3.7,
6,-201,0.04225,-0.00322 ,0.064,3.7,
1,-201,0.0425,-0.00322 ,0,0,-0.074666667
2,-203,0.04275,-0.00325 ,-0.128,-7.3,
3,-204,0.043,-0.00326 ,-0.064,-3.7,
4,-207,0.04325,-0.00331 ,-0.192,-10.9,
5,-210,0.0435,-0.00336 ,-0.192,-10.9,
6,-211,0.04375,-0.00338 ,-0.064,-3.7,
1,-208,0.044,-0.00333 ,0.192,10.9,0.117333333
2,-207,0.04425,-0.00331 ,0.064,3.7,
3,-207,0.0445,-0.00331 ,0,0,
4,-207,0.04475,-0.00331 ,0,0,
5,-204,0.045,-0.00326 ,0.192,10.9,
6,-200,0.04525,-0.00320 ,0.256,14.4,
1,-197,0.0455,-0.00315 ,0.192,10.9,0.138666667
2,-195,0.04575,-0.00312 ,0.128,7.3,
3,-190,0.046,-0.00304 ,0.32,17.7,
4,-189,0.04625,-0.00302 ,0.064,3.7,
5,-187,0.0465,-0.00299 ,0.128,7.3,
6,-185,0.04675,-0.00296 ,0.128,7.3,
1,-184,0.047,-0.00294 ,0.064,3.7,0
2,-179,0.04725,-0.00286 ,0.32,17.7,
3,-182,0.0475,-0.00291 ,-0.192,-10.9,
4,-186,0.04775,-0.00298 ,-0.256,-14.4,
5,-187,0.048,-0.00299 ,-0.064,-3.7,
6,-187,0.04825,-0.00299 ,0,0,
1,-184,0.0485,-0.00294 ,0.192,10.9,-0.117333333
2,-182,0.04875,-0.00291 ,0.128,7.3,
3,-183,0.049,-0.00293 ,-0.064,-3.7,
4,-185,0.04925,-0.00296 ,-0.128,-7.3,
5,-188,0.0495,-0.00301 ,-0.192,-10.9,
6,-191,0.04975,-0.00306 ,-0.192,-10.9,
1,-195,0.05,-0.00312 ,-0.256,-14.4,-0.042666667
2,-197,0.05025,-0.00315 ,-0.128,-7.3,
3,-197,0.0505,-0.00315 ,0,0,
4,-197,0.05075,-0.00315 ,0,0,
5,-197,0.051,-0.00315 ,0,0,
6,-198,0.05125,-0.00317 ,-0.064,-3.7,
1,-199,0.0515,-0.00318 ,-0.064,-3.7,-0.053333333
2,-201,0.05175,-0.00322 ,-0.128,-7.3,
3,-203,0.052,-0.00325 ,-0.128,-7.3,
4,-203,0.05225,-0.00325 ,0,0,
5,-203,0.0525,-0.00325 ,0,0,
6,-203,0.05275,-0.00325 ,0,0,
1,-204,0.053,-0.00326 ,-0.064,-3.7,0.149333333
2,-205,0.05325,-0.00328 ,-0.064,-3.7,
3,-205,0.0535,-0.00328 ,0,0,
4,-204,0.05375,-0.00326 ,0.064,3.7,
5,-202,0.054,-0.00323 ,0.128,7.3,
6,-198,0.05425,-0.00317 ,0.256,14.4,
1,-190,0.0545,-0.00304 ,0.512,27.1,0.245333333
2,-180,0.05475,-0.00288 ,0.64,32.6,
3,-178,0.055,-0.00285 ,0.128,7.3,
4,-169,0.05525,-0.00270 ,0.576,29.9,
5,-163,0.0555,-0.00261 ,0.384,21,
6,-165,0.05575,-0.00264 ,-0.128,-7.3,
1,-167,0.056,-0.00267 ,-0.128,-7.3,-0.021333333
2,-168,0.05625,-0.00269 ,-0.064,-3.7,
3,-169,0.0565,-0.00270 ,-0.064,-3.7,
4,-170,0.05675,-0.00272 ,-0.064,-3.7,
5,-170,0.057,-0.00272 ,0,0,
6,-170,0.05725,-0.00272 ,0,0,
1,-169,0.0575,-0.00270 ,0.064,3.7,-0.053333333
2,-172,0.05775,-0.00275 ,-0.192,-10.9,
3,-174,0.058,-0.00278 ,-0.128,-7.3,
4,-177,0.05825,-0.00283 ,-0.192,-10.9,
5,-179,0.0585,-0.00286 ,-0.128,-7.3,
6,-179,0.05875,-0.00286 ,0,0,
1,-174,0.059,-0.00278 ,0.32,17.7,0.106666667
2,-172,0.05925,-0.00275 ,0.128,7.3,
3,-173,0.0595,-0.00277 ,-0.064,-3.7,
4,-173,0.05975,-0.00277 ,0,0,
5,-170,0.06,-0.00272 ,0.192,10.9,
6,-166,0.06025,-0.00266 ,0.256,14.4,
1,-164,0.0605,-0.00262 ,0.128,7.3,-0.106666667
2,-164,0.06075,-0.00262 ,0,0,
3,-165,0.061,-0.00264 ,-0.064,-3.7,
4,-167,0.06125,-0.00267 ,-0.128,-7.3,
5,-169,0.0615,-0.00270 ,-0.128,-7.3,
6,-170,0.06175,-0.00272 ,-0.064,-3.7,
1,-174,0.062,-0.00278 ,-0.256,-14.4,-0.224
2,-177,0.06225,-0.00283 ,-0.192,-10.9,
3,-179,0.0625,-0.00286 ,-0.128,-7.3,
4,-181,0.06275,-0.00290 ,-0.128,-7.3,
5,-186,0.063,-0.00298 ,-0.32,-17.7,
6,-191,0.06325,-0.00306 ,-0.32,-17.7,
1,-195,0.0635,-0.00312 ,-0.256,-14.4,0.010666667
2,-197,0.06375,-0.00315 ,-0.128,-7.3,
3,-197,0.064,-0.00315 ,0,0,
4,-196,0.06425,-0.00314 ,0.064,3.7,
5,-195,0.0645,-0.00312 ,0.064,3.7,
6,-194,0.06475,-0.00310 ,0.064,3.7,
1,-194,0.065,-0.00310 ,0,0,-0.106666667
2,-195,0.06525,-0.00312 ,-0.064,-3.7,
3,-197,0.0655,-0.00315 ,-0.128,-7.3,
4,-199,0.06575,-0.00318 ,-0.128,-7.3,
5,-200,0.066,-0.00320 ,-0.064,-3.7,
6,-202,0.06625,-0.00323 ,-0.128,-7.3,
1,-204,0.0665,-0.00326 ,-0.128,-7.3,0.096
2,-206,0.06675,-0.00330 ,-0.128,-7.3,
3,-206,0.067,-0.00330 ,0,0,
4,-206,0.06725,-0.00330 ,0,0,
5,-205,0.0675,-0.00328 ,0.064,3.7,
6,-200,0.06775,-0.00320 ,0.32,17.7,
1,-195,0.068,-0.00312 ,0.32,17.7,-0.010666667
2,-195,0.06825,-0.00312 ,0,0,
3,-197,0.0685,-0.00315 ,-0.128,-7.3,
4,-199,0.06875,-0.00318 ,-0.128,-7.3,
5,-199,0.069,-0.00318 ,0,0,
6,-197,0.06925,-0.00315 ,0.128,7.3,
1,-196,0.0695,-0.00314 ,0.064,3.7,0.010666667
2,-195,0.06975,-0.00312 ,0.064,3.7,
3,-191,0.07,-0.00306 ,0.256,14.4,
4,-188,0.07025,-0.00301 ,0.192,10.9,
5,-190,0.0705,-0.00304 ,-0.128,-7.3,
6,-194,0.07075,-0.00310 ,-0.256,-14.4,
1,-195,0.071,-0.00312 ,-0.064,-3.7,0.256
2,-195,0.07125,-0.00312 ,0,0,
3,-193,0.0715,-0.00309 ,0.128,7.3,
4,-188,0.07175,-0.00301 ,0.32,17.7,
5,-182,0.072,-0.00291 ,0.384,21,
6,-178,0.07225,-0.00285 ,0.256,14.4,
1,-171,0.0725,-0.00274 ,0.448,24.1,0.224
2,-164,0.07275,-0.00262 ,0.448,24.1,
3,-161,0.073,-0.00258 ,0.192,10.9,
4,-152,0.07325,-0.00243 ,0.576,29.9,
5,-150,0.0735,-0.00240 ,0.128,7.3,
6,-150,0.07375,-0.00240 ,0,0,
1,-150,0.074,-0.00240 ,0,0,-0.053333333
2,-150,0.07425,-0.00240 ,0,0,
3,-150,0.0745,-0.00240 ,0,0,
4,-148,0.07475,-0.00237 ,0.128,7.3,
5,-151,0.075,-0.00242 ,-0.192,-10.9,
6,-152,0.07525,-0.00243 ,-0.064,-3.7,
1,-155,0.0755,-0.00248 ,-0.192,-10.9,-0.288
2,-158,0.07575,-0.00253 ,-0.192,-10.9,
3,-160,0.076,-0.00256 ,-0.128,-7.3,
4,-164,0.07625,-0.00262 ,-0.256,-14.4,
5,-171,0.0765,-0.00274 ,-0.448,-24.1,
6,-177,0.07675,-0.00283 ,-0.384,-21,
1,-182,0.077,-0.00291 ,-0.32,-17.7,0.010666667
2,-186,0.07725,-0.00298 ,-0.256,-14.4,
3,-187,0.0775,-0.00299 ,-0.064,-3.7,
4,-186,0.07775,-0.00298 ,0.064,3.7,
5,-182,0.078,-0.00291 ,0.256,14.4,
6,-179,0.07825,-0.00286 ,0.192,10.9,
1,-181,0.0785,-0.00290 ,-0.128,-7.3,-0.448
2,-182,0.07875,-0.00291 ,-0.064,-3.7,
3,-192,0.079,-0.00307 ,-0.64,-32.6,
4,-203,0.07925,-0.00325 ,-0.704,-35.1,
5,-212,0.0795,-0.00339 ,-0.576,-29.9,
6,-219,0.07975,-0.00350 ,-0.448,-24.1,
1,-223,0.08,-0.00357 ,-0.256,-14.4,0.106666667
2,-225,0.08025,-0.00360 ,-0.128,-7.3,
3,-225,0.0805,-0.00360 ,0,0,
4,-221,0.08075,-0.00354 ,0.256,14.4,
5,-216,0.081,-0.00346 ,0.32,17.7,
6,-214,0.08125,-0.00342 ,0.128,7.3,
1,-213,0.0815,-0.00341 ,0.064,3.7,0.149333333
2,-211,0.08175,-0.00338 ,0.128,7.3,
3,-210,0.082,-0.00336 ,0.064,3.7,
4,-205,0.08225,-0.00328 ,0.32,17.7,
5,-190,0.0825,-0.00304 ,0.96,43.8,
6,-185,0.08275,-0.00296 ,0.32,17.7,
1,-199,0.083,-0.00318 ,-0.896,-41.9,-0.064
2,-195,0.08325,-0.00312 ,0.256,14.4,
3,-194,0.0835,-0.00310 ,0.064,3.7,
4,-194,0.08375,-0.00310 ,0,0,
5,-198,0.084,-0.00317 ,-0.256,-14.4,
6,-201,0.08425,-0.00322 ,-0.192,-10.9,
1,-205,0.0845,-0.00328 ,-0.256,-14.4,-0.032
2,-210,0.08475,-0.00336 ,-0.32,-17.7,
3,-213,0.085,-0.00341 ,-0.192,-10.9,
4,-213,0.08525,-0.00341 ,0,0,
5,-213,0.0855,-0.00341 ,0,0,
6,-212,0.08575,-0.00339 ,0.064,3.7,
1,-208,0.086,-0.00333 ,0.256,14.4,0.181333333
2,-201,0.08625,-0.00322 ,0.448,24.1,
3,-193,0.0865,-0.00309 ,0.512,27.1,
4,-191,0.08675,-0.00306 ,0.128,7.3,
5,-193,0.087,-0.00309 ,-0.128,-7.3,
6,-193,0.08725,-0.00309 ,0,0,
1,-191,0.0875,-0.00306 ,0.128,7.3,0.010666667
2,-190,0.08775,-0.00304 ,0.064,3.7,
3,-190,0.088,-0.00304 ,0,0,
4,-189,0.08825,-0.00302 ,0.064,3.7,
5,-189,0.0885,-0.00302 ,0,0,
6,-189,0.08875,-0.00302 ,0,0,
1,-190,0.089,-0.00304 ,-0.064,-3.7,-0.085333333
2,-191,0.08925,-0.00306 ,-0.064,-3.7,
3,-193,0.0895,-0.00309 ,-0.128,-7.3,
4,-196,0.08975,-0.00314 ,-0.192,-10.9,
5,-198,0.09,-0.00317 ,-0.128,-7.3,
6,-198,0.09025,-0.00317 ,0,0,
1,-198,0.0905,-0.00317 ,0,0,0.16
2,-197,0.09075,-0.00315 ,0.064,3.7,
3,-194,0.091,-0.00310 ,0.192,10.9,
4,-189,0.09125,-0.00302 ,0.32,17.7,
5,-185,0.0915,-0.00296 ,0.256,14.4,
6,-185,0.09175,-0.00296 ,0,0,
1,-183,0.092,-0.00293 ,0.128,7.3,0.170666667
2,-181,0.09225,-0.00290 ,0.128,7.3,
3,-180,0.0925,-0.00288 ,0.064,3.7,
4,-175,0.09275,-0.00280 ,0.32,17.7,
5,-167,0.093,-0.00267 ,0.512,27.1,
6,-163,0.09325,-0.00261 ,0.256,14.4,
1,-167,0.0935,-0.00267 ,-0.256,-14.4,-0.096
2,-171,0.09375,-0.00274 ,-0.256,-14.4,
3,-175,0.094,-0.00280 ,-0.256,-14.4,
4,-179,0.09425,-0.00286 ,-0.256,-14.4,
5,-181,0.0945,-0.00290 ,-0.128,-7.3,
6,-180,0.09475,-0.00288 ,0.064,3.7,
1,-176,0.095,-0.00282 ,0.256,14.4,-0.096
2,-174,0.09525,-0.00278 ,0.128,7.3,
3,-179,0.0955,-0.00286 ,-0.32,-17.7,
4,-185,0.09575,-0.00296 ,-0.384,-21,
5,-187,0.096,-0.00299 ,-0.128,-7.3,
6,-186,0.09625,-0.00298 ,0.064,3.7,
1,-185,0.0965,-0.00296 ,0.064,3.7,0.309333333
2,-183,0.09675,-0.00293 ,0.128,7.3,
3,-179,0.097,-0.00286 ,0.256,14.4,
4,-172,0.09725,-0.00275 ,0.448,24.1,
5,-163,0.0975,-0.00261 ,0.576,29.9,
6,-156,0.09775,-0.00250 ,0.448,24.1,
1,-156,0.098,-0.00250 ,0,0,-0.021333333
2,-156,0.09825,-0.00250 ,0,0,
3,-157,0.0985,-0.00251 ,-0.064,-3.7,
4,-158,0.09875,-0.00253 ,-0.064,-3.7,
5,-158,0.099,-0.00253 ,0,0,
6,-158,0.09925,-0.00253 ,0,0,
1,-158,0.0995,-0.00253 ,0,0,-0.021333333
2,-158,0.09975,-0.00253 ,0,0,
3,-156,0.1,-0.00250 ,0.128,7.3,
4,-157,0.10025,-0.00251 ,-0.064,-3.7,
5,-159,0.1005,-0.00254 ,-0.128,-7.3,
6,-159,0.10075,-0.00254 ,0,0,
1,-160,0.101,-0.00256 ,-0.064,-3.7,-0.170666667
2,-160,0.10125,-0.00256 ,0,0,
3,-160,0.1015,-0.00256 ,0,0,
4,-163,0.10175,-0.00261 ,-0.192,-10.9,
5,-168,0.102,-0.00269 ,-0.32,-17.7,
6,-173,0.10225,-0.00277 ,-0.32,-17.7,
1,-176,0.1025,-0.00282 ,-0.192,-10.9,-0.128
2,-177,0.10275,-0.00283 ,-0.064,-3.7,
3,-178,0.103,-0.00285 ,-0.064,-3.7,
4,-178,0.10325,-0.00285 ,0,0,
5,-176,0.1035,-0.00282 ,0.128,7.3,
6,-183,0.10375,-0.00293 ,-0.448,-24.1,
1,-188,0.104,-0.00301 ,-0.32,-17.7,-0.096
2,-191,0.10425,-0.00306 ,-0.192,-10.9,
3,-193,0.1045,-0.00309 ,-0.128,-7.3,
4,-195,0.10475,-0.00312 ,-0.128,-7.3,
5,-196,0.105,-0.00314 ,-0.064,-3.7,
6,-197,0.10525,-0.00315 ,-0.064,-3.7,
1,-197,0.1055,-0.00315 ,0,0,-0.106666667
2,-199,0.10575,-0.00318 ,-0.128,-7.3,
3,-204,0.106,-0.00326 ,-0.32,-17.7,
4,-208,0.10625,-0.00333 ,-0.256,-14.4,
5,-210,0.1065,-0.00336 ,-0.128,-7.3,
6,-209,0.10675,-0.00334 ,0.064,3.7,
1,-207,0.107,-0.00331 ,0.128,7.3,0.277333333
2,-204,0.10725,-0.00326 ,0.192,10.9,
3,-201,0.1075,-0.00322 ,0.192,10.9,
4,-197,0.10775,-0.00315 ,0.256,14.4,
5,-194,0.108,-0.00310 ,0.192,10.9,
6,-187,0.10825,-0.00299 ,0.448,24.1,
1,-181,0.1085,-0.00290 ,0.384,21,-0.149333333
2,-184,0.10875,-0.00294 ,-0.192,-10.9,
3,-186,0.109,-0.00298 ,-0.128,-7.3,
4,-188,0.10925,-0.00301 ,-0.128,-7.3,
5,-190,0.1095,-0.00304 ,-0.128,-7.3,
6,-193,0.10975,-0.00309 ,-0.192,-10.9,
1,-195,0.11,-0.00312 ,-0.128,-7.3,-0.288
2,-195,0.11025,-0.00312 ,0,0,
3,-198,0.1105,-0.00317 ,-0.192,-10.9,
4,-204,0.11075,-0.00326 ,-0.384,-21,
5,-211,0.111,-0.00338 ,-0.448,-24.1,
6,-217,0.11125,-0.00347 ,-0.384,-21,
1,-222,0.1115,-0.00355 ,-0.32,-17.7,0.064
2,-225,0.11175,-0.00360 ,-0.192,-10.9,
3,-225,0.112,-0.00360 ,0,0,
4,-223,0.11225,-0.00357 ,0.128,7.3,
5,-218,0.1125,-0.00349 ,0.32,17.7,
6,-216,0.11275,-0.00346 ,0.128,7.3,
1,-216,0.113,-0.00346 ,0,0,-0.106666667
2,-216,0.11325,-0.00346 ,0,0,
3,-216,0.1135,-0.00346 ,0,0,
4,-217,0.11375,-0.00347 ,-0.064,-3.7,
5,-220,0.114,-0.00352 ,-0.192,-10.9,
6,-224,0.11425,-0.00358 ,-0.256,-14.4,
1,-226,0.1145,-0.00362 ,-0.128,-7.3,0.053333333
2,-226,0.11475,-0.00362 ,0,0,
3,-226,0.115,-0.00362 ,0,0,
4,-226,0.11525,-0.00362 ,0,0,
5,-225,0.1155,-0.00360 ,0.064,3.7,
6,-223,0.11575,-0.00357 ,0.128,7.3,
1,-221,0.116,-0.00354 ,0.128,7.3,0.32
2,-217,0.11625,-0.00347 ,0.256,14.4,
3,-213,0.1165,-0.00341 ,0.256,14.4,
4,-205,0.11675,-0.00328 ,0.512,27.1,
5,-193,0.117,-0.00309 ,0.768,37.5,
6,-188,0.11725,-0.00301 ,0.32,17.7,
1,-191,0.1175,-0.00306 ,-0.192,-10.9,0.042666667
2,-192,0.11775,-0.00307 ,-0.064,-3.7,
3,-193,0.118,-0.00309 ,-0.064,-3.7,
4,-192,0.11825,-0.00307 ,0.064,3.7,
5,-192,0.1185,-0.00307 ,0,0,
6,-190,0.11875,-0.00304 ,0.128,7.3,
1,-187,0.119,-0.00299 ,0.192,10.9,-0.021333333
2,-188,0.11925,-0.00301 ,-0.064,-3.7,
3,-191,0.1195,-0.00306 ,-0.192,-10.9,
4,-193,0.11975,-0.00309 ,-0.128,-7.3,
5,-193,0.12,-0.00309 ,0,0,
6,-191,0.12025,-0.00306 ,0.128,7.3,
1,-189,0.1205,-0.00302 ,0.128,7.3,-0.096
2,-187,0.12075,-0.00299 ,0.128,7.3,
3,-187,0.121,-0.00299 ,0,0,
4,-189,0.12125,-0.00302 ,-0.128,-7.3,
5,-191,0.1215,-0.00306 ,-0.128,-7.3,
6,-195,0.12175,-0.00312 ,-0.256,-14.4,
1,-198,0.122,-0.00317 ,-0.192,-10.9,-0.234666667
2,-205,0.12225,-0.00328 ,-0.448,-24.1,
3,-211,0.1225,-0.00338 ,-0.384,-21,
4,-216,0.12275,-0.00346 ,-0.32,-17.7,
5,-218,0.123,-0.00349 ,-0.128,-7.3,
6,-219,0.12325,-0.00350 ,-0.064,-3.7,
1,-220,0.1235,-0.00352 ,-0.064,-3.7,-0.170666667
2,-221,0.12375,-0.00354 ,-0.064,-3.7,
3,-223,0.124,-0.00357 ,-0.128,-7.3,
4,-223,0.12425,-0.00357 ,0,0,
5,-225,0.1245,-0.00360 ,-0.128,-7.3,
6,-229,0.12475,-0.00366 ,-0.256,-14.4,
1,-236,0.125,-0.00378 ,-0.448,-24.1,-0.224
2,-242,0.12525,-0.00387 ,-0.384,-21,
3,-246,0.1255,-0.00394 ,-0.256,-14.4,
4,-250,0.12575,-0.00400 ,-0.256,-14.4,
5,-253,0.126,-0.00405 ,-0.192,-10.9,
